"Gender","State","State.Rate","Height","Weight","BMI","Age","Risk"
"Male","MI",0.116100660793972,186,76.7,22.1701930859059,38,"Low"
"Male","TX",0.100671298862312,183,100.8,30.0994356355818,77,"High"
"Male","MD",0.117150570277547,178,92.8,29.2892311576821,52,"Low"
"Male","MI",0.116100660793972,170,106.8,36.9550173010381,62,"High"
"Male","NJ",0.132262016886695,177,93.1,29.716875738134,76,"High"
"Male","NC",0.179748900356986,177,72.6,23.1734176003064,53,"Low"
"Male","TX",0.100671298862312,170,85.3,29.5155709342561,27,"Low"
"Male","CA",0.144250618094429,170,94.6,32.7335640138408,65,"High"
"Male","CA",0.144250618094429,172,63.9,21.5995132504056,20,"Low"
"Male","MI",0.116100660793972,171,111.7,38.1997879689477,27,"Low"
"Male","TX",0.100671298862312,188,68,19.2394748755093,32,"Low"
"Male","PA",0.12856015999466,184,103.3,30.5115784499055,31,"Low"
"Male","NY",0.0908031518537939,181,62.7,19.1386099325417,69,"High"
"Male","FL",0.110344601599586,181,93.1,28.4179359604408,32,"Low"
"Male","FL",0.110344601599586,189,75.7,21.1920159010106,23,"Low"
"Male","MA",0.100433675996913,167,87.4,31.3385205636631,18,"Low"
"Male","GA",0.137354303950987,182,97.6,29.4650404540514,51,"Low"
"Male","NC",0.179748900356986,182,85.6,25.8422895785533,56,"Low"
"Male","CA",0.144250618094429,170,60.1,20.7958477508651,72,"High"
"Male","MA",0.100433675996913,164,68.6,25.5056513979774,77,"High"
"Male","TX",0.100671298862312,162,59.9,22.8242645938119,76,"High"
"Male","AR",0.148165824485481,177,79.9,25.5035270835328,71,"High"
"Male","TN",0.119972760777795,170,94.3,32.6297577854671,23,"Low"
"Male","MI",0.116100660793972,170,111.8,38.6851211072664,63,"High"
"Male","CO",0.132889062545177,170,89.6,31.0034602076125,65,"High"
"Male","TN",0.119972760777795,176,83.2,26.8595041322314,41,"Low"
"Male","AR",0.148165824485481,186,85.9,24.8294600531853,36,"Low"
"Male","OH",0.127584238747809,183,92.3,27.5612887813909,54,"Low"
"Male","GA",0.137354303950987,178,107.1,33.8025501830577,40,"Low"
"Male","OH",0.127584238747809,178,84.5,26.6696124226739,25,"Low"
"Male","TN",0.119972760777795,176,69.1,22.3075929752066,77,"High"
"Male","GA",0.137354303950987,183,99.8,29.8008301233241,68,"High"
"Male","FL",0.110344601599586,185,82.6,24.1344046749452,28,"Low"
"Male","LA",0.139323916055719,170,69,23.8754325259516,18,"Low"
"Male","IL",0.109404745365772,173,68.1,22.7538507801798,76,"High"
"Male","OR",0.189499316321254,173,76.3,25.4936683484246,38,"Low"
"Male","NJ",0.132262016886695,178,72.1,22.7559651559147,49,"Low"
"Male","OH",0.127584238747809,172,73.8,24.9459167117361,70,"High"
"Male","CA",0.144250618094429,172,85.3,28.8331530557058,76,"High"
"Male","TX",0.100671298862312,175,86.7,28.3102040816327,74,"High"
"Male","AZ",0.114179822725206,179,112.8,35.2048937299086,58,"High"
"Male","WI",0.178147576862884,185,73.6,21.5047479912345,70,"High"
"Male","OH",0.127584238747809,171,97.9,33.4803871276632,59,"Low"
"Male","NM",0.205207447350892,169,61,21.3577955953923,82,"High"
"Male","CA",0.144250618094429,184,61.9,18.2833175803403,26,"Low"
"Male","MA",0.100433675996913,162,66.2,25.2248132906569,79,"High"
"Male","VA",0.141723188012751,172,76.2,25.757166035695,29,"Low"
"Male","PA",0.12856015999466,172,65.3,22.072742022715,66,"High"
"Male","NC",0.179748900356986,179,102.2,31.8966324396867,82,"High"
"Male","NH",0.123373760974932,178,80.4,25.3755838909229,33,"Low"
"Male","TX",0.100671298862312,184,88.5,26.1401228733459,55,"Low"
"Male","WI",0.178147576862884,174,79.5,26.2584225128815,69,"High"
"Male","NY",0.0908031518537939,172,100.8,34.0724716062737,23,"Low"
"Male","CT",0.129071275484612,180,75.9,23.4259259259259,59,"Low"
"Male","OK",0.176019099854024,181,59.2,18.0702664753823,24,"Low"
"Male","MD",0.117150570277547,171,81.8,27.974419479498,75,"High"
"Male","NE",0.220026074907659,174,67,22.1297397278372,33,"Low"
"Male","NJ",0.132262016886695,178,95.7,30.2045196313597,41,"Low"
"Male","MD",0.117150570277547,172,76.6,25.8923742563548,68,"High"
"Male","MT",0.254407829220599,171,79.9,27.3246468999008,34,"Low"
"Male","SC",0.187358758543012,180,66.1,20.4012345679012,83,"High"
"Male","WI",0.178147576862884,180,91.6,28.2716049382716,25,"Low"
"Male","AK",0.257532854739898,179,73.4,22.9081489341781,63,"Low"
"Male","OH",0.127584238747809,176,102.6,33.1224173553719,35,"Low"
"Male","MS",0.265578721907092,172,79,26.7036235803137,19,"Low"
"Male","PA",0.12856015999466,169,93.3,32.6669234270509,78,"High"
"Male","CA",0.144250618094429,174,80.2,26.489628748844,78,"High"
"Male","MS",0.265578721907092,182,78.6,23.7290182345127,39,"Low"
"Male","NY",0.0908031518537939,170,112.8,39.0311418685121,33,"Low"
"Male","IN",0.127531359173892,186,79.5,22.9795352063822,19,"Low"
"Male","CA",0.144250618094429,166,72.5,26.3100595151691,20,"Low"
"Male","MO",0.114386258353448,179,61.2,19.1005274492057,23,"Low"
"Male","FL",0.110344601599586,172,63,21.295294753921,21,"Low"
"Male","MI",0.116100660793972,167,100.5,36.0357130051275,51,"Low"
"Male","AK",0.257532854739898,172,75,25.3515413737155,80,"High"
"Male","AR",0.148165824485481,167,111.6,40.0157768295744,44,"Low"
"Male","AZ",0.114179822725206,180,90.4,27.9012345679012,77,"High"
"Male","MO",0.114386258353448,182,79.7,24.0611037314334,49,"Low"
"Male","UT",0.105887423735871,188,71.8,20.3146220009054,50,"Low"
"Male","CA",0.144250618094429,171,72,24.6229609110496,34,"Low"
"Male","NY",0.0908031518537939,172,115.4,39.007571660357,48,"Low"
"Male","IN",0.127531359173892,175,96.1,31.3795918367347,25,"Low"
"Male","MA",0.100433675996913,179,74.1,23.1266190193814,79,"High"
"Male","MA",0.100433675996913,179,113.1,35.2985237664243,60,"Low"
"Male","NJ",0.132262016886695,184,86,25.4017013232514,64,"Low"
"Male","AZ",0.114179822725206,168,81.5,28.8761337868481,36,"Low"
"Male","IL",0.109404745365772,184,56.6,16.7178638941399,25,"Low"
"Male","WA",0.162924697775449,183,90.2,26.9342172056496,66,"High"
"Male","TX",0.100671298862312,172,66.2,22.3769605191996,82,"High"
"Male","NC",0.179748900356986,187,85.5,24.4502273442192,42,"Low"
"Male","NJ",0.132262016886695,180,67.4,20.8024691358025,72,"High"
"Male","AL",0.10476258908374,180,87.9,27.1296296296296,27,"Low"
"Male","KY",0.318099534961676,165,60.2,22.1120293847567,84,"High"
"Male","AZ",0.114179822725206,172,75.5,25.5205516495403,22,"Low"
"Male","NY",0.0908031518537939,187,75.4,21.5619548743173,18,"Low"
"Male","CA",0.144250618094429,173,67.6,22.5867887333356,55,"Low"
"Male","TX",0.100671298862312,187,82.4,23.5637278732592,30,"Low"
"Male","MN",0.122278237053229,181,97.1,29.6388999114801,58,"Low"
"Male","MA",0.100433675996913,186,85.4,24.6849346745288,23,"Low"
"Male","FL",0.110344601599586,178,76.1,24.0184320161596,19,"Low"
"Male","TN",0.119972760777795,167,65.6,23.5218186381728,24,"Low"
"Male","OH",0.127584238747809,165,94.7,34.7842056932966,72,"High"
"Male","CA",0.144250618094429,183,65.8,19.6482427065604,73,"High"
"Male","TX",0.100671298862312,175,86.4,28.2122448979592,77,"High"
"Male","VA",0.141723188012751,181,82.9,25.3044778852904,35,"Low"
"Male","CT",0.129071275484612,184,114.6,33.8492438563327,41,"Low"
"Male","NV",0.223737886454613,168,106.5,37.733843537415,23,"Low"
"Male","NY",0.0908031518537939,186,108.6,31.3909122441901,64,"Low"
"Male","MA",0.100433675996913,176,111.4,35.963326446281,35,"Low"
"Male","OH",0.127584238747809,178,92.4,29.1629844716576,58,"Low"
"Male","WI",0.178147576862884,170,113.3,39.2041522491349,57,"High"
"Male","CA",0.144250618094429,168,91,32.2420634920635,80,"High"
"Male","NM",0.205207447350892,188,100.3,28.3782254413762,52,"Low"
"Male","OH",0.127584238747809,169,79.7,27.9051853926683,34,"Low"
"Male","KY",0.318099534961676,176,91.2,29.4421487603306,75,"High"
"Male","GA",0.137354303950987,182,67.3,20.3175944934187,75,"High"
"Male","TX",0.100671298862312,163,59.1,22.2439685347586,78,"High"
"Male","VA",0.141723188012751,167,81.6,29.2588475743125,25,"Low"
"Male","IL",0.109404745365772,183,73.9,22.0669473558482,32,"Low"
"Male","WI",0.178147576862884,173,93.2,31.1403655317585,51,"Low"
"Male","CO",0.132889062545177,172,95.8,32.382368848026,69,"High"
"Male","FL",0.110344601599586,173,99,33.0782852751512,61,"Low"
"Male","TX",0.100671298862312,174,112.8,37.2572334522394,39,"Low"
"Male","NY",0.0908031518537939,171,109.9,37.5842139461715,59,"Low"
"Male","KS",0.17190842156552,177,81.5,26.0142360113633,27,"Low"
"Male","TX",0.100671298862312,177,107.4,34.2813367806186,49,"Low"
"Male","NJ",0.132262016886695,163,74,27.8520079792239,77,"High"
"Male","AZ",0.114179822725206,185,107.1,31.2929145361578,29,"Low"
"Male","GA",0.137354303950987,184,107.4,31.7225897920605,62,"Low"
"Male","WI",0.178147576862884,163,67.7,25.4808235161278,79,"High"
"Male","OR",0.189499316321254,167,92.2,33.059629244505,57,"Low"
"Male","CA",0.144250618094429,177,98.8,31.53627629353,74,"High"
"Male","ID",0.2279862177267,183,81.9,24.4557914539102,63,"Low"
"Male","TN",0.119972760777795,175,76.5,24.9795918367347,78,"High"
"Male","TX",0.100671298862312,187,90.7,25.9372587148617,25,"Low"
"Male","AR",0.148165824485481,179,111.6,34.8303735838457,57,"High"
"Male","CO",0.132889062545177,178,77.7,24.5234187602575,49,"Low"
"Male","NJ",0.132262016886695,177,104.3,33.2918382329471,49,"Low"
"Male","PA",0.12856015999466,171,105.5,36.0794774460518,37,"Low"
"Male","PA",0.12856015999466,175,75.5,24.6530612244898,37,"Low"
"Male","VA",0.141723188012751,181,76.4,23.3204114648515,71,"High"
"Male","TN",0.119972760777795,183,100.6,30.0397145331303,70,"High"
"Male","AR",0.148165824485481,188,99.1,28.0387052965143,54,"Low"
"Male","FL",0.110344601599586,168,79.7,28.2383786848073,33,"Low"
"Male","TX",0.100671298862312,170,64.7,22.3875432525952,78,"High"
"Male","WI",0.178147576862884,173,82.6,27.5986501386615,51,"Low"
"Male","MI",0.116100660793972,176,100.4,32.4121900826446,30,"Low"
"Male","PA",0.12856015999466,169,108.4,37.9538531564021,27,"Low"
"Male","GA",0.137354303950987,187,102.8,29.3974663273185,27,"Low"
"Male","NJ",0.132262016886695,175,83.4,27.2326530612245,49,"Low"
"Male","FL",0.110344601599586,186,63.1,18.2391027864493,37,"Low"
"Male","OH",0.127584238747809,166,92.4,33.5317172303672,73,"High"
"Male","IN",0.127531359173892,183,88.7,26.486308937263,83,"High"
"Male","OR",0.189499316321254,169,103.5,36.2382269528378,62,"High"
"Male","CA",0.144250618094429,186,79.6,23.0084402821135,58,"Low"
"Male","VA",0.141723188012751,178,64.4,20.3257164499432,78,"High"
"Male","MA",0.100433675996913,172,101.8,34.4104921579232,37,"Low"
"Male","CA",0.144250618094429,182,102.6,30.974519985509,84,"High"
"Male","LA",0.139323916055719,179,97.9,30.5546019162948,33,"Low"
"Male","FL",0.110344601599586,175,109.1,35.6244897959184,69,"High"
"Male","FL",0.110344601599586,176,84.4,27.2469008264463,42,"Low"
"Male","ID",0.2279862177267,175,100.3,32.7510204081633,70,"High"
"Male","KY",0.318099534961676,175,78.4,25.6,82,"High"
"Male","IL",0.109404745365772,176,111.4,35.963326446281,57,"Low"
"Male","TN",0.119972760777795,180,92.9,28.6728395061728,24,"Low"
"Male","TN",0.119972760777795,182,85.6,25.8422895785533,51,"Low"
"Male","KY",0.318099534961676,180,86,26.5432098765432,82,"High"
"Male","TX",0.100671298862312,182,69.8,21.0723342591474,59,"Low"
"Male","CA",0.144250618094429,170,103.6,35.8477508650519,66,"High"
"Male","OH",0.127584238747809,182,79.5,24.0007245501751,75,"High"
"Male","WA",0.162924697775449,185,104.6,30.5624543462381,30,"Low"
"Male","NC",0.179748900356986,171,92.5,31.6336650593345,49,"Low"
"Male","TX",0.100671298862312,168,98.3,34.828514739229,63,"High"
"Male","TX",0.100671298862312,179,109.5,34.1749633282357,32,"Low"
"Male","CA",0.144250618094429,180,88.2,27.2222222222222,23,"Low"
"Male","OH",0.127584238747809,168,105.8,37.4858276643991,49,"Low"
"Male","CA",0.144250618094429,177,107,34.153659548661,36,"Low"
"Male","NC",0.179748900356986,189,78.5,21.9758685367151,28,"Low"
"Male","SC",0.187358758543012,168,96.1,34.0490362811791,49,"Low"
"Male","CA",0.144250618094429,183,71.4,21.3204335752038,54,"Low"
"Male","AL",0.10476258908374,175,66.3,21.6489795918367,57,"Low"
"Male","KS",0.17190842156552,166,68.9,25.0036289737262,55,"Low"
"Male","CA",0.144250618094429,166,74,26.8544055741036,57,"Low"
"Male","FL",0.110344601599586,169,71.7,25.1041630195021,80,"High"
"Male","TN",0.119972760777795,175,105.3,34.3836734693878,28,"Low"
"Male","FL",0.110344601599586,170,89.1,30.8304498269896,46,"Low"
"Male","IL",0.109404745365772,177,82.8,26.4291870152255,52,"Low"
"Male","WI",0.178147576862884,182,84.3,25.4498249003743,75,"High"
"Male","WA",0.162924697775449,172,90.8,30.6922660897783,30,"Low"
"Male","AZ",0.114179822725206,182,96.1,29.0121965946142,71,"High"
"Male","AZ",0.114179822725206,187,77.6,22.1910835311276,58,"Low"
"Male","OH",0.127584238747809,182,71.5,21.585557299843,24,"Low"
"Male","FL",0.110344601599586,168,106.6,37.7692743764172,57,"High"
"Male","MI",0.116100660793972,168,81.9,29.0178571428571,43,"Low"
"Male","NY",0.0908031518537939,173,112.5,37.5889605399445,45,"Low"
"Male","CA",0.144250618094429,180,71.7,22.1296296296296,30,"Low"
"Male","PA",0.12856015999466,172,80.8,27.3120605732829,59,"Low"
"Male","OH",0.127584238747809,176,112.7,36.3830061983471,34,"Low"
"Male","NC",0.179748900356986,176,81.4,26.2784090909091,69,"High"
"Male","VA",0.141723188012751,167,63.1,22.6254078669009,60,"Low"
"Male","WA",0.162924697775449,183,96,28.6661291767446,55,"Low"
"Male","MT",0.254407829220599,180,74.9,23.1172839506173,75,"High"
"Male","VT",0.109881998135448,181,107,32.6607856903025,41,"Low"
"Male","PA",0.12856015999466,168,96,34.0136054421769,46,"Low"
"Male","MI",0.116100660793972,181,111.1,33.9122737401178,58,"Low"
"Male","IN",0.127531359173892,177,73.8,23.5564492961793,69,"High"
"Male","TX",0.100671298862312,182,73.3,22.1289699311677,21,"Low"
"Male","SC",0.187358758543012,165,85.7,31.4784205693297,76,"High"
"Male","OK",0.176019099854024,187,84.4,24.135663015814,29,"Low"
"Male","IN",0.127531359173892,179,90.7,28.3074810399176,79,"High"
"Male","OR",0.189499316321254,167,58.5,20.9760120477608,19,"Low"
"Male","NM",0.205207447350892,178,103.5,32.6663300088373,48,"Low"
"Male","NY",0.0908031518537939,176,104.5,33.7357954545455,74,"High"
"Male","CA",0.144250618094429,180,70.2,21.6666666666667,25,"Low"
"Male","FL",0.110344601599586,171,89.9,30.744502581991,23,"Low"
"Male","FL",0.110344601599586,188,70.5,19.9468085106383,52,"Low"
"Male","WI",0.178147576862884,182,71.2,21.4949885279556,70,"High"
"Male","TX",0.100671298862312,169,100.5,35.1878435629005,42,"Low"
"Male","NC",0.179748900356986,183,78,23.291229956105,59,"Low"
"Male","SC",0.187358758543012,174,91.6,30.2549874488043,72,"High"
"Male","CA",0.144250618094429,180,75.3,23.2407407407407,81,"High"
"Male","SC",0.187358758543012,167,83.4,29.9042633296282,75,"High"
"Male","CO",0.132889062545177,176,103.4,33.3806818181818,38,"Low"
"Male","VT",0.109881998135448,177,94.6,30.195665357975,49,"Low"
"Male","TX",0.100671298862312,186,106.4,30.7550005781015,26,"Low"
"Male","MI",0.116100660793972,189,64.4,18.0286106212032,42,"Low"
"Male","VA",0.141723188012751,169,76.5,26.7847764434018,57,"Low"
"Male","OH",0.127584238747809,187,62.7,17.9301667190941,26,"Low"
"Male","PA",0.12856015999466,175,89,29.0612244897959,62,"Low"
"Male","CA",0.144250618094429,170,91.1,31.522491349481,43,"Low"
"Male","MI",0.116100660793972,163,81.9,30.8253980202492,67,"High"
"Male","HI",0.0477201818345486,189,70.2,19.6523053665911,30,"Low"
"Male","NV",0.223737886454613,181,90.3,27.5632611947132,25,"Low"
"Male","TX",0.100671298862312,188,68.7,19.4375282933454,48,"Low"
"Male","GA",0.137354303950987,189,97.3,27.2388790907309,38,"Low"
"Male","MD",0.117150570277547,181,87.3,26.6475382314337,32,"Low"
"Male","FL",0.110344601599586,176,93.1,30.0555268595041,54,"Low"
"Male","CT",0.129071275484612,176,74.7,24.115444214876,60,"Low"
"Male","MS",0.265578721907092,174,62.4,20.6103844629409,84,"High"
"Male","PA",0.12856015999466,183,94,28.0689181522291,83,"High"
"Male","GA",0.137354303950987,181,65.5,19.9932846982693,70,"High"
"Male","WA",0.162924697775449,180,69.3,21.3888888888889,67,"High"
"Male","FL",0.110344601599586,169,86.6,30.3210671895242,65,"High"
"Male","TN",0.119972760777795,168,65.9,23.3489229024943,34,"Low"
"Male","MO",0.114386258353448,180,71.4,22.037037037037,54,"Low"
"Male","KY",0.318099534961676,179,86.3,26.9342405043538,70,"High"
"Male","AL",0.10476258908374,189,104.9,29.3664791019288,40,"Low"
"Male","WA",0.162924697775449,170,78.3,27.0934256055363,63,"Low"
"Male","CA",0.144250618094429,177,95.3,30.4191005139009,72,"High"
"Male","CA",0.144250618094429,184,80.5,23.7771739130435,18,"Low"
"Male","MN",0.122278237053229,180,94.1,29.0432098765432,46,"Low"
"Male","OR",0.189499316321254,171,81.5,27.8718238090353,84,"High"
"Male","MN",0.122278237053229,182,83.6,25.2384977659703,35,"Low"
"Male","TX",0.100671298862312,182,61.7,18.6269774181862,21,"Low"
"Male","GA",0.137354303950987,162,80.6,30.7117817405883,84,"High"
"Male","NJ",0.132262016886695,182,102.9,31.0650887573964,55,"Low"
"Male","NV",0.223737886454613,169,79.6,27.8701726130037,39,"Low"
"Male","AL",0.10476258908374,174,70.9,23.417888756771,69,"High"
"Male","NY",0.0908031518537939,164,61.3,22.791493158834,81,"High"
"Male","OR",0.189499316321254,176,102.6,33.1224173553719,69,"High"
"Male","MA",0.100433675996913,180,85.1,26.2654320987654,57,"Low"
"Male","MO",0.114386258353448,184,82.7,24.4269848771267,69,"High"
"Male","NJ",0.132262016886695,182,83.3,25.1479289940828,73,"High"
"Male","NY",0.0908031518537939,179,75.8,23.6571892263038,57,"Low"
"Male","TX",0.100671298862312,179,69.9,21.8157985081614,56,"Low"
"Male","CA",0.144250618094429,168,94.9,33.6238662131519,18,"Low"
"Male","FL",0.110344601599586,167,115.9,41.5576033561619,37,"Low"
"Male","KS",0.17190842156552,172,74.9,25.3177393185506,49,"Low"
"Male","FL",0.110344601599586,170,97,33.5640138408305,73,"High"
"Male","TX",0.100671298862312,170,88.4,30.5882352941177,19,"Low"
"Male","IN",0.127531359173892,182,79.1,23.8799661876585,40,"Low"
"Male","NJ",0.132262016886695,175,87.1,28.4408163265306,65,"High"
"Male","WI",0.178147576862884,183,68.2,20.364895935979,73,"High"
"Male","NY",0.0908031518537939,170,105.1,36.3667820069204,36,"Low"
"Male","MD",0.117150570277547,167,82.3,29.5098425902686,61,"Low"
"Male","PA",0.12856015999466,168,97.4,34.5096371882086,70,"High"
"Male","AZ",0.114179822725206,168,88.5,31.3562925170068,37,"Low"
"Male","CA",0.144250618094429,173,71.5,23.8898726987203,24,"Low"
"Male","CA",0.144250618094429,181,67.6,20.6342907725649,68,"High"
"Male","FL",0.110344601599586,172,89.2,30.151433207139,57,"Low"
"Male","MI",0.116100660793972,183,79.2,23.6495565708143,46,"Low"
"Male","MD",0.117150570277547,163,97,36.5087131619557,72,"High"
"Male","PA",0.12856015999466,189,65.6,18.3645474650766,24,"Low"
"Male","MD",0.117150570277547,167,70.1,25.135358026462,18,"Low"
"Male","NJ",0.132262016886695,187,64.6,18.4735051045211,45,"Low"
"Male","TX",0.100671298862312,167,92.6,33.2030549679085,49,"Low"
"Male","NC",0.179748900356986,181,98.2,29.9746649980159,71,"High"
"Male","FL",0.110344601599586,186,82.7,23.9044976297838,54,"Low"
"Male","OH",0.127584238747809,179,87,27.1527105895571,79,"High"
"Male","OH",0.127584238747809,184,66.8,19.7306238185255,18,"Low"
"Male","SC",0.187358758543012,180,96,29.6296296296296,82,"High"
"Male","NJ",0.132262016886695,179,62.5,19.5062576074405,68,"High"
"Male","IL",0.109404745365772,182,93,28.0763192851105,61,"Low"
"Male","CA",0.144250618094429,177,93.4,29.8126336621022,75,"High"
"Male","KY",0.318099534961676,181,78.8,24.0529898354751,84,"High"
"Male","GA",0.137354303950987,183,64.7,19.3197766430768,31,"Low"
"Male","WI",0.178147576862884,167,88.5,31.7329413030227,44,"Low"
"Male","GA",0.137354303950987,182,74.8,22.581813790605,72,"High"
"Male","MA",0.100433675996913,184,88.2,26.0515122873346,25,"Low"
"Male","MI",0.116100660793972,172,106.6,36.032990805841,30,"Low"
"Male","MT",0.254407829220599,175,104.2,34.0244897959184,38,"Low"
"Male","MA",0.100433675996913,171,92.9,31.7704592866181,21,"Low"
"Male","IL",0.109404745365772,173,79.9,26.6965150857028,51,"Low"
"Male","FL",0.110344601599586,170,83.9,29.0311418685121,50,"Low"
"Male","OH",0.127584238747809,169,98.6,34.5226007492735,76,"High"
"Male","TX",0.100671298862312,189,67.5,18.896447467876,29,"Low"
"Male","TX",0.100671298862312,171,100.8,34.4721452754694,53,"Low"
"Male","GA",0.137354303950987,173,86.5,28.9017341040462,73,"High"
"Male","NJ",0.132262016886695,168,61.5,21.7899659863946,74,"High"
"Male","MA",0.100433675996913,176,94.7,30.572055785124,84,"High"
"Male","NE",0.220026074907659,167,76.6,27.4660260317688,65,"High"
"Male","LA",0.139323916055719,167,69.7,24.9919323030586,75,"High"
"Male","IN",0.127531359173892,167,110.9,39.7647818136183,39,"Low"
"Male","KS",0.17190842156552,187,82.1,23.4779376018759,35,"Low"
"Male","SC",0.187358758543012,172,87,29.40778799351,20,"Low"
"Male","WI",0.178147576862884,176,81.8,26.407541322314,22,"Low"
"Male","IL",0.109404745365772,171,70.8,24.2125782291987,78,"High"
"Male","CA",0.144250618094429,170,89.5,30.9688581314879,33,"Low"
"Male","MS",0.265578721907092,174,68.8,22.7242700488836,67,"High"
"Male","AR",0.148165824485481,164,74.1,27.5505651397977,82,"High"
"Male","IL",0.109404745365772,181,74.6,22.7709776868838,73,"High"
"Male","TX",0.100671298862312,173,98.7,32.9780480470447,68,"High"
"Male","WA",0.162924697775449,183,111.4,33.264654065514,37,"Low"
"Male","OK",0.176019099854024,174,97.2,32.1046373365042,32,"Low"
"Male","IL",0.109404745365772,167,102.8,36.8604109146976,40,"Low"
"Male","TN",0.119972760777795,190,91.4,25.3185595567867,24,"Low"
"Male","GA",0.137354303950987,182,96.4,29.1027653665016,70,"High"
"Male","NC",0.179748900356986,179,103.5,32.3023625979214,54,"Low"
"Male","CA",0.144250618094429,181,103.5,31.5924422331431,70,"High"
"Male","TX",0.100671298862312,168,71.7,25.4039115646259,53,"Low"
"Male","CO",0.132889062545177,172,86,29.0697674418605,75,"High"
"Male","NY",0.0908031518537939,176,76.5,24.6965392561983,26,"Low"
"Male","CA",0.144250618094429,188,91.2,25.8035310095066,43,"Low"
"Male","FL",0.110344601599586,171,83,28.3848021613488,47,"Low"
"Male","MI",0.116100660793972,178,94.6,29.8573412447923,41,"Low"
"Male","MN",0.122278237053229,184,73.4,21.680056710775,51,"Low"
"Male","WA",0.162924697775449,184,87.9,25.9629017013233,60,"Low"
"Male","CA",0.144250618094429,178,114.1,36.0118671884863,54,"Low"
"Male","NY",0.0908031518537939,175,83.4,27.2326530612245,31,"Low"
"Male","TX",0.100671298862312,167,90.9,32.5934956434437,38,"Low"
"Male","OH",0.127584238747809,180,65.6,20.2469135802469,38,"Low"
"Male","LA",0.139323916055719,170,105.9,36.643598615917,61,"High"
"Male","OH",0.127584238747809,167,76.3,27.3584567392162,49,"Low"
"Male","MI",0.116100660793972,174,74,24.441802087462,72,"High"
"Male","MI",0.116100660793972,170,85.7,29.6539792387543,81,"High"
"Male","NY",0.0908031518537939,181,69.5,21.2142486493086,34,"Low"
"Male","WV",0.205323314756053,179,96.5,30.1176617458881,61,"High"
"Male","MS",0.265578721907092,175,103.6,33.8285714285714,54,"Low"
"Male","AR",0.148165824485481,185,115.7,33.8056975894814,52,"Low"
"Male","VA",0.141723188012751,174,100.1,33.0624917426344,81,"High"
"Male","NY",0.0908031518537939,177,78.6,25.0885760796706,46,"Low"
"Male","NJ",0.132262016886695,178,82.7,26.1015023355637,33,"Low"
"Male","MN",0.122278237053229,190,92.2,25.5401662049861,29,"Low"
"Male","MO",0.114386258353448,181,84.5,25.7928634657062,29,"Low"
"Male","OH",0.127584238747809,177,63.1,20.1410833413132,29,"Low"
"Male","TN",0.119972760777795,168,103.4,36.6354875283447,27,"Low"
"Male","IN",0.127531359173892,167,69,24.7409372871024,84,"High"
"Male","NV",0.223737886454613,172,73.1,24.7093023255814,78,"High"
"Male","NY",0.0908031518537939,176,79,25.5036157024793,42,"Low"
"Male","IL",0.109404745365772,186,62.9,18.1812926349867,25,"Low"
"Male","IL",0.109404745365772,181,66.3,20.2374774884772,82,"High"
"Male","MI",0.116100660793972,167,84.4,30.2628276381369,71,"High"
"Male","TX",0.100671298862312,182,85.9,25.9328583504408,20,"Low"
"Male","NY",0.0908031518537939,170,75.1,25.9861591695502,21,"Low"
"Male","MI",0.116100660793972,180,109,33.641975308642,31,"Low"
"Male","IN",0.127531359173892,168,92.2,32.6672335600907,21,"Low"
"Male","TX",0.100671298862312,176,89.6,28.9256198347107,23,"Low"
"Male","IN",0.127531359173892,184,109.4,32.3133270321361,65,"High"
"Male","IL",0.109404745365772,175,102.5,33.469387755102,38,"Low"
"Male","CA",0.144250618094429,172,75.7,25.5881557598702,51,"Low"
"Male","NJ",0.132262016886695,178,70.1,22.1247317257922,49,"Low"
"Male","CA",0.144250618094429,173,73.8,24.6583581142036,35,"Low"
"Male","CA",0.144250618094429,178,74.8,23.60813028658,66,"High"
"Male","FL",0.110344601599586,185,85.2,24.8940832724616,25,"Low"
"Male","NY",0.0908031518537939,175,94.1,30.7265306122449,57,"Low"
"Male","OH",0.127584238747809,187,78.1,22.3340673167663,36,"Low"
"Male","DC",0.001,174,66.5,21.9645924164355,38,"Low"
"Male","OH",0.127584238747809,174,65.3,21.5682388690712,63,"Low"
"Male","NC",0.179748900356986,176,75.7,24.4382747933884,77,"High"
"Male","NY",0.0908031518537939,188,96.8,27.3879583521956,22,"Low"
"Male","VA",0.141723188012751,185,97.4,28.4587289992695,58,"Low"
"Male","IN",0.127531359173892,172,90.1,30.4556517036236,65,"High"
"Male","TX",0.100671298862312,176,71.5,23.0823863636364,80,"High"
"Male","OH",0.127584238747809,172,91.3,30.861276365603,39,"Low"
"Male","TX",0.100671298862312,171,72.3,24.7255565815123,44,"Low"
"Male","NC",0.179748900356986,181,63,19.2301822288697,59,"Low"
"Male","GA",0.137354303950987,190,103.4,28.6426592797784,21,"Low"
"Male","IN",0.127531359173892,178,107.4,33.8972351975761,39,"Low"
"Male","CA",0.144250618094429,167,89.4,32.0556491806806,84,"High"
"Male","SC",0.187358758543012,169,109.9,38.4790448513708,59,"High"
"Male","NY",0.0908031518537939,167,109.7,39.3345046434078,64,"High"
"Male","CA",0.144250618094429,184,91.8,27.1148393194707,30,"Low"
"Male","OR",0.189499316321254,184,80.5,23.7771739130435,71,"High"
